Date,Startup_Name,Sector,City,Funding_Type,Funding_Amount,Education_Background,Age_Group,Professional_Background,Gender_Mix,Initial_Investment,Burn_Rate,Revenue_Model,Customer_Type,City_Tier,Competition_Level,No_of_CoFounders,Status,Survival_Duration_Years
13/01/2017,PaisaWapas,Consumer Internet,Bangalore,Seed Funding,,IIT,20-29,Entrepreneur,Male-Dominated,3.07,High,Mixed,Mixed,Tier 1,High,1,Unicorn,11
13/01/2017,iService,Consumer Internet,Bangalore,Seed Funding,"4,40,000",IIT,20-29,Engineer,Male-Dominated,0.95,Low,B2C,B2C,Tier 1,Low,2,Failed,3
14/01/2017,Unacademy,Consumer Internet,Bangalore,Private Equity,"45,00,000",IIM,40-49,Engineer,Mixed,4.1,High,Mixed,Mixed,Tier 1,Low,3,Active,1
14/01/2017,SecururAX,Technology,Bangalore,Private Equity,,MBA,20-29,Engineer,Male-Dominated,4.12,High,B2B,B2B,Tier 1,Low,1,Failed,9
16/01/2017,Leadburg,Consumer Internet,Bangalore,Seed Funding,,IIM,20-29,Consultant,Male-Dominated,4.76,Medium,B2C,B2C,Tier 1,Low,2,Active,5
16/01/2017,ZoloStays,Consumer Internet,Bangalore,Private Equity,"50,00,000",MBA,40-49,Entrepreneur,Mixed,3.45,Low,B2C,B2C,Tier 1,High,4,Unicorn,14
16/01/2017,Oi Media,Technology,New Delhi,Seed Funding,,Arts,20-29,Corporate,Male-Dominated,3.13,Medium,Mixed,Mixed,Tier 3,Low,1,Active,11
16/01/2017,HipCouch,Consumer Internet,Mumbai,Seed Funding,"7,00,000",MBA,30-39,Engineer,Mixed,3.32,High,B2C,B2C,Tier 1,High,1,Failed,3
17/01/2017,Curiositi,Consumer Internet,Bangalore,Private Equity,"8,00,000",IIT,40-49,Corporate,Mixed,4.86,Medium,B2B,B2B,Tier 1,High,1,Unicorn,12
17/01/2017,TinyStep,Consumer Internet,Bangalore,Private Equity,"20,00,000",Dropout,30-39,Engineer,Male-Dominated,2.83,Medium,B2C,B2C,Tier 1,Low,3,Failed,7
17/01/2017,Practo,Consumer Internet,Bangalore,Private Equity,"5,50,00,000",IIT,20-29,Engineer,Mixed,0.11,Low,Mixed,Mixed,Tier 1,High,5,Unicorn,5
17/01/2017,Ketchupp,Consumer Internet,New Delhi,Seed Funding,"4,41,000",MBA,30-39,Entrepreneur,Male-Dominated,1.25,Medium,B2C,B2C,Tier 3,Medium,1,Acquired,5
17/01/2017,Hoopy,Consumer Internet,Gwalior,Seed Funding,"5,00,000",IIM,30-39,Engineer,Male-Dominated,4.78,High,Mixed,Mixed,Tier 3,Medium,1,Unicorn,15
17/01/2017,Ezytruk,Consumer Internet,Bangalore,Seed Funding,"1,47,000",IIM,20-29,Engineer,Male-Dominated,3.83,Low,B2C,B2C,Tier 1,Medium,2,Active,9
18/01/2017,Kratikal,Technology,New Delhi,Seed Funding,,IIM,30-39,Consultant,Male-Dominated,2.38,Medium,B2C,B2C,Tier 3,Medium,1,Failed,3
18/01/2017,Direct Create,eCommerce,Gurgaon,Seed Funding,,MBA,40-49,Entrepreneur,Male-Dominated,0.13,Medium,B2B,B2B,Tier 3,High,1,Unicorn,12
18/01/2017,Vahdam Teas,eCommerce,New Delhi,Seed Funding,"6,50,000",MBA,40-49,Engineer,Male-Dominated,4.9,Medium,B2C,B2C,Tier 3,Medium,1,Unicorn,8
18/01/2017,Qwikspec,Technology,Bangalore,Seed Funding,"3,00,000",Dropout,40-49,Engineer,Male-Dominated,3.18,High,B2C,B2C,Tier 1,Low,2,Unicorn,7
19/01/2017,PParke,Consumer Internet,Bangalore,Seed Funding,,Dropout,20-29,Engineer,Male-Dominated,4.06,Low,Mixed,Mixed,Tier 1,Low,2,Active,1
19/01/2017,Weddingz.in,Consumer Internet,Mumbai,Private Equity,"10,00,000",Dropout,20-29,Consultant,Mixed,0.12,Medium,B2B,B2B,Tier 1,Low,2,Unicorn,11
19/01/2017,Native Special,eCommerce,Karur,Seed Funding,,MBA,30-39,Teacher,Male-Dominated,4.83,Low,B2B,B2B,Tier 3,High,2,Unicorn,13
19/01/2017,Fitnapp,Consumer Internet,Noida,Private Equity,,IIM,20-29,Engineer,Mixed,2.63,Medium,Mixed,Mixed,Tier 3,Low,1,Active,3
20/01/2017,Ethosh,Technology,Pune,Seed Funding,,Stanford,40-49,Corporate,Male-Dominated,3.14,High,B2B,B2B,Tier 2,Medium,2,Unicorn,2
20/01/2017,Wydr,eCommerce,Gurgaon,Private Equity,,Arts,30-39,Engineer,Male-Dominated,3.57,High,B2C,B2C,Tier 3,Low,1,Failed,12
20/01/2017,Tyre Express,Technology,Mumbai,Seed Funding,,MBA,20-29,Entrepreneur,Male-Dominated,2.75,Medium,B2C,B2C,Tier 1,Low,2,Acquired,5
20/01/2017,Connaizen,Technology,New Delhi,Seed Funding,,Harvard,40-49,Consultant,Mixed,2.41,Low,Mixed,Mixed,Tier 3,Low,2,Acquired,9
22/01/2017,MessaGif,Consumer Internet,New Delhi,Seed Funding,"50,000",MBA,30-39,Consultant,Female-Dominated,3.3,High,B2C,B2C,Tier 3,High,1,Acquired,13
23/01/2017,SmartHi,Technology,Pune,Seed Funding,,IIM,30-39,Consultant,Mixed,4.61,High,B2B,B2B,Tier 2,High,1,Unicorn,2
23/01/2017,CRON Systems,Technology,New Delhi,Seed Funding,,MBA,30-39,Corporate,Male-Dominated,3.92,Low,B2B,B2B,Tier 3,Low,2,Acquired,13
23/01/2017,CueMath,Technology,New Delhi,Private Equity,"1,50,00,000",IIM,30-39,Engineer,Male-Dominated,0.9,Low,B2B,B2B,Tier 3,High,4,Acquired,14
23/01/2017,ChipperSage,Technology,Bangalore,Seed Funding,,IIT,40-49,Engineer,Mixed,1.94,Low,B2C,B2C,Tier 1,High,2,Active,14
24/01/2017,SelectJobs,Consumer Internet,Mumbai,Seed Funding,,Arts,30-39,Teacher,Male-Dominated,0.86,Medium,Mixed,Mixed,Tier 1,Low,2,Unicorn,7
24/01/2017,Khel Now,Consumer Internet,Bangalore,Private Equity,"5,00,000",MBA,20-29,Engineer,Male-Dominated,2.54,Low,B2C,B2C,Tier 1,Low,2,Unicorn,1
24/01/2017,NowFloats,Consumer Internet,Hyderabad,Private Equity,"1,00,00,000",IIT,20-29,Engineer,Male-Dominated,4.21,High,Mixed,Mixed,Tier 2,Low,4,Unicorn,5
24/01/2017,Lets Transport,Consumer Internet,Bangalore,Private Equity,"40,00,000",MBA,30-39,Entrepreneur,Mixed,0.61,Medium,Mixed,Mixed,Tier 1,Low,3,Acquired,3
24/01/2017,BetaOut,Technology,Noida,Private Equity,,MBA,20-29,Corporate,Female-Dominated,0.22,Medium,B2B,B2B,Tier 3,Low,2,Unicorn,4
25/01/2017,Wishberry,Consumer Internet,Mumbai,Seed Funding,,IIT,40-49,Consultant,Mixed,1.72,High,B2C,B2C,Tier 1,High,1,Acquired,12
25/01/2017,RML Agtech,Technology,Pune,Private Equity,"40,00,000",Harvard,30-39,Engineer,Male-Dominated,3.26,Low,B2B,B2B,Tier 2,Low,2,Unicorn,4
25/01/2017,LoyaltyPrime,Technology,New Delhi,Private Equity,,IIT,30-39,Entrepreneur,Male-Dominated,2.46,Medium,B2B,B2B,Tier 3,Medium,2,Active,6
25/01/2017,InstaSafe,Technology,Bangalore,Private Equity,"22,00,000",MBA,20-29,Engineer,Mixed,1.11,High,Mixed,Mixed,Tier 1,Low,3,Unicorn,8
25/01/2017,Infibeam,eCommerce,Ahmedabad,Private Equity,"88,00,000",MBA,20-29,Corporate,Mixed,1.13,Medium,B2B,B2B,Tier 3,Medium,4,Acquired,4
02/01/2017,99Games,Technology,Udupi,Seed Funding,,Dropout,20-29,Entrepreneur,Mixed,0.12,Low,B2C,B2C,Tier 3,Medium,2,Unicorn,4
26/01/2017,AirMed Labs,Consumer Internet,Ahmedabad,Private Equity,"14,00,000",IIT,20-29,Engineer,Mixed,3.61,Medium,Mixed,Mixed,Tier 3,Medium,4,Acquired,10
26/01/2017,99PerHour,Consumer Internet,Chennai,Seed Funding,"3,00,000",IIT,50-59,Consultant,Female-Dominated,4.97,Medium,B2B,B2B,Tier 2,Low,1,Acquired,3
26/01/2017,Kochi Post,Consumer Internet,Kochi,Seed Funding,,IIM,40-49,Consultant,Mixed,3.78,Medium,B2B,B2B,Tier 3,High,2,Unicorn,5
30/01/2017,Intuit Things,Technology,Mumbai,Seed Funding,"1,06,000",Arts,20-29,Engineer,Male-Dominated,3.62,High,B2B,B2B,Tier 1,Low,1,Acquired,7
30/01/2017,Cloudrino,Technology,New Delhi,Seed Funding,"22,500",IIM,30-39,Entrepreneur,Mixed,2.56,Medium,B2B,B2B,Tier 3,Low,2,Failed,9
30/01/2017,FabX,eCommerce,Mumbai,Seed Funding,"68,000",MBA,30-39,Engineer,Male-Dominated,4.5,Medium,B2B,B2B,Tier 1,Medium,2,Unicorn,15
30/01/2017,Maptags,Consumer Internet,Bangalore,Seed Funding,"18,000",IIT,20-29,Consultant,Male-Dominated,4.1,High,B2B,B2B,Tier 1,Medium,2,Failed,11
30/01/2017,YOLO Health,Consumer Internet,Mumbai,Seed Funding,,IIM,50-59,Engineer,Female-Dominated,4.71,Medium,B2B,B2B,Tier 1,High,1,Acquired,11
31/01/2017,Heads Up For Tails,eCommerce,New Delhi,Private Equity,"20,00,000",Commerce,20-29,Entrepreneur,Male-Dominated,0.08,Medium,B2C,B2C,Tier 3,High,4,Acquired,1
31/01/2017,Register My Marriage,Consumer Internet,New Delhi,Seed Funding,,IIM,20-29,Entrepreneur,Mixed,3.71,Medium,B2C,B2C,Tier 3,Medium,2,Active,11
01/12/2016,SidQam,Technology,Noida,Private Equity,"12,00,000",MBA,20-29,Consultant,Mixed,3.0,Low,B2B,B2B,Tier 3,Low,2,Unicorn,5
01/12/2016,India Lends,Consumer Internet,New Delhi,Private Equity,"40,00,000",Dropout,30-39,Engineer,Male-Dominated,0.43,Low,B2B,B2B,Tier 3,Medium,4,Failed,5
01/12/2016,Slide App,Consumer Internet,New Delhi,Private Equity,"36,00,000",IIM,20-29,Corporate,Male-Dominated,1.82,Medium,Mixed,Mixed,Tier 3,High,3,Acquired,5
02/12/2016,Badiyajobs,Consumer Internet,New Delhi,Seed Funding,"1,00,000",MBA,20-29,Consultant,Male-Dominated,4.17,High,B2B,B2B,Tier 3,Medium,1,Unicorn,8
02/12/2016,Streo,Consumer Internet,Bangalore,Seed Funding,,Commerce,30-39,Corporate,Mixed,4.8,Low,B2B,B2B,Tier 1,High,2,Acquired,2
02/12/2016,TYGR,Technology,Mumbai,Private Equity,"30,00,000",Arts,30-39,Corporate,Male-Dominated,4.61,High,B2B,B2B,Tier 1,High,4,Active,6
05/12/2016,Mr Hot Foods,Consumer Internet,Indore,Seed Funding,,IIT,30-39,Entrepreneur,Male-Dominated,1.19,Low,B2B,B2B,Tier 3,Low,2,Unicorn,11
05/12/2016,UrDoorStep,eCommerce,Bangalore,Private Equity,"14,00,000",IIT,20-29,Consultant,Mixed,0.78,Low,B2B,B2B,Tier 1,High,3,Unicorn,12
05/12/2016,ONN Bikes,eCommerce,Mumbai,Seed Funding,,IIT,40-49,Entrepreneur,Male-Dominated,1.5,Low,B2C,B2C,Tier 1,High,2,Acquired,1
06/12/2016,Diro Labs,Consumer Internet,New Delhi,Seed Funding,"1,47,000",MBA,20-29,Corporate,Mixed,0.68,Medium,Mixed,Mixed,Tier 3,High,2,Active,3
06/12/2016,THB,Technology,Gurgaon,Seed Funding,,IIT,30-39,Corporate,Female-Dominated,4.31,High,B2B,B2B,Tier 3,Medium,2,Active,12
07/12/2016,LookAtMe,Consumer Internet,Singapore,Seed Funding,,Arts,30-39,Engineer,Male-Dominated,2.81,Medium,B2B,B2B,Tier 3,Low,1,Unicorn,15
07/12/2016,Netree,eCommerce,New Delhi,Seed Funding,,IIM,30-39,Entrepreneur,Mixed,4.25,High,Mixed,Mixed,Tier 3,Low,2,Unicorn,2
07/12/2016,BookEventz,Consumer Internet,Mumbai,Seed Funding,,IIT,20-29,Engineer,Male-Dominated,2.22,Low,B2B,B2B,Tier 1,Low,2,Active,8
07/12/2016,Tailslife,Consumer Internet,Bangalore,Seed Funding,,Arts,30-39,Consultant,Male-Dominated,0.88,Medium,Mixed,Mixed,Tier 1,Medium,2,Failed,9
07/12/2016,Revv,Consumer Internet,New Delhi,Private Equity,"90,00,000",Arts,20-29,Teacher,Mixed,1.21,Low,B2C,B2C,Tier 3,High,5,Active,8
07/12/2016,WealthApp,Consumer Internet,Bangalore,Seed Funding,"4,40,000",IIT,50-59,Engineer,Mixed,2.75,High,Mixed,Mixed,Tier 1,High,2,Active,13
07/12/2016,Vehico,Technology,Bangalore,Seed Funding,,IIT,40-49,Consultant,Mixed,4.95,High,B2B,B2B,Tier 1,Medium,1,Acquired,12
08/12/2016,Zest Money,Consumer Internet,Mumbai,Private Equity,"65,00,000",IIT,20-29,Engineer,Male-Dominated,0.25,Low,Mixed,Mixed,Tier 1,Low,4,Unicorn,9
08/12/2016,GoMechanic,Consumer Internet,Gurgaon,Seed Funding,"2,50,000",IIT,30-39,Corporate,Male-Dominated,2.1,High,B2C,B2C,Tier 3,High,2,Active,14
09/12/2016,Stalk Buy Love,eCommerce,New Delhi,Private Equity,"60,00,000",MBA,30-39,Teacher,Male-Dominated,0.17,Low,B2B,B2B,Tier 3,High,5,Failed,2
09/12/2016,Nykaa,eCommerce,Mumbai,Private Equity,,Dropout,20-29,Corporate,Mixed,2.48,Low,B2B,B2B,Tier 1,Low,1,Unicorn,1
09/12/2016,Wittyparot,Technology,Bangalore,Seed Funding,"4,50,000",IIM,30-39,Engineer,Male-Dominated,2.65,Medium,B2B,B2B,Tier 1,High,2,Active,6
09/12/2016,NeuroEquilibrium,Technology,Jaipur,Seed Funding,"2,50,000",MBA,40-49,Entrepreneur,Mixed,2.62,Low,Mixed,Mixed,Tier 3,High,1,Failed,12
12/12/2016,Xseed Education,Technology,Bangalore,Private Equity,"1,00,00,000",IIT,30-39,Engineer,Male-Dominated,3.92,Medium,B2C,B2C,Tier 1,Low,4,Failed,14
12/12/2016,Rupaiya Exchange,Consumer Internet,New Delhi,Seed Funding,"2,00,000",Harvard,20-29,Teacher,Male-Dominated,4.06,Low,B2C,B2C,Tier 3,High,1,Failed,8
12/12/2016,Doctor Insta,Consumer Internet,Gurgaon,Private Equity,"20,00,000",IIM,20-29,Consultant,Male-Dominated,1.3,Low,Mixed,Mixed,Tier 3,Medium,2,Acquired,11
12/12/2016,UrbanPiper,Consumer Internet,Bangalore,Seed Funding,,Stanford,40-49,Consultant,Mixed,1.71,Medium,B2C,B2C,Tier 1,Medium,2,Failed,12
12/12/2016,Fresh Food Concepts,Food & Beverage,New Delhi,Seed Funding,"20,00,000",IIT,20-29,Engineer,Male-Dominated,3.79,High,Mixed,Mixed,Tier 3,High,4,Failed,15
13/12/2016,Indifi,Consumer Internet,Gurgaon,Private Equity,"1,00,00,000",Dropout,30-39,Engineer,Mixed,2.65,High,B2B,B2B,Tier 3,Low,4,Unicorn,9
13/12/2016,GoComet,Logistics,Mumbai,Seed Funding,,Harvard,30-39,Consultant,Female-Dominated,4.78,Medium,B2C,B2C,Tier 1,Low,1,Active,10
13/12/2016,OfBusiness,eCommerce,Gurgaon,Private Equity,"1,11,00,000",Arts,30-39,Corporate,Male-Dominated,0.59,Medium,Mixed,Mixed,Tier 3,High,5,Failed,6
14/12/2016,Fitmein,Consumer Internet,New Delhi,Seed Funding,,IIM,20-29,Entrepreneur,Male-Dominated,3.95,Medium,Mixed,Mixed,Tier 3,Medium,2,Active,5
14/12/2016,Qacco,Consumer Internet,Gurgaon,Seed Funding,"1,50,000",IIM,40-49,Entrepreneur,Mixed,1.56,High,B2C,B2C,Tier 3,High,1,Unicorn,4
14/12/2016,Fitpass,Consumer Internet,New Delhi,Seed Funding,"10,00,000",MBA,20-29,Engineer,Male-Dominated,1.11,Low,B2B,B2B,Tier 3,Medium,1,Acquired,3
14/12/2016,MoEngage,Technology,Bangalore,Seed Funding,,Dropout,50-59,Entrepreneur,Mixed,1.11,Low,B2B,B2B,Tier 1,Low,2,Failed,10
14/12/2016,Ten3t Health,Technology,Bangalore,Seed Funding,,IIT,40-49,Engineer,Male-Dominated,0.61,Low,B2C,B2C,Tier 1,Low,2,Active,1
14/12/2016,Trading Bells,Consumer Internet,Indore,Seed Funding,"2,97,000",IIT,40-49,Corporate,Male-Dominated,4.91,Medium,B2C,B2C,Tier 3,Medium,2,Unicorn,2
15/12/2016,SERV\\xe2\\x80\\x99D,Consumer Internet,Pune,Seed Funding,"1,00,000",MBA,20-29,Engineer,Male-Dominated,4.15,High,B2C,B2C,Tier 2,Medium,1,Acquired,8
15/12/2016,IdeaForge,Technology,Mumbai,Private Equity,"1,00,00,000",MBA,20-29,Consultant,Male-Dominated,4.96,Medium,B2B,B2B,Tier 1,Medium,5,Active,2
15/12/2016,Amagi Media Labs,Technology,Mumbai,Private Equity,"3,50,00,000",IIT,20-29,Engineer,Male-Dominated,1.06,Medium,B2B,B2B,Tier 1,High,4,Failed,6
15/12/2016,Pocket Aces,Technology,Mumbai,Private Equity,"30,00,000",MBA,20-29,Engineer,Male-Dominated,3.53,Medium,B2B,B2B,Tier 1,Low,3,Active,2
16/12/2016,Pi Data Centers,Technology,Hyderabad,Private Equity,"2,30,00,000",IIM,20-29,Consultant,Male-Dominated,3.5,High,B2C,B2C,Tier 2,Medium,4,Active,12
16/12/2016,TripShelf,Consumer Internet,New Delhi,Seed Funding,"1,23,000",IIM,20-29,Engineer,Male-Dominated,1.5,Medium,B2C,B2C,Tier 3,Low,2,Active,10
19/12/2016,Events High,Consumer Internet,Bangalore,Private Equity,,MBA,20-29,Engineer,Mixed,3.92,Medium,B2C,B2C,Tier 1,High,2,Unicorn,3
19/12/2016,NoBroker,Consumer Internet,Bangalore,Private Equity,"74,00,000",IIM,20-29,Engineer,Male-Dominated,1.08,Low,B2C,B2C,Tier 1,Medium,5,Active,4
20/12/2016,VivoCarat,eCommerce,Mumbai,Seed Funding,"50,000",Dropout,30-39,Engineer,Female-Dominated,1.91,Low,B2B,B2B,Tier 1,Medium,1,Acquired,4
20/12/2016,Tiyo,Consumer Internet,Kolkata,Seed Funding,,IIM,20-29,Corporate,Male-Dominated,0.29,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,2
20/12/2016,Zoomcar,Consumer Internet,Bangalore,Private Equity,,IIT,40-49,Consultant,Male-Dominated,4.62,High,Mixed,Mixed,Tier 1,High,1,Active,7
20/12/2016,BYJU\\xe2\\x80\\x99s,Consumer Internet,Bangalore,Private Equity,"1,50,00,000",Harvard,30-39,Entrepreneur,Female-Dominated,2.57,Low,Mixed,Mixed,Tier 1,High,3,Failed,7
21/12/2016,Supr Daily,Consumer Internet,Mumbai,Seed Funding,,Dropout,20-29,Engineer,Female-Dominated,1.82,High,B2C,B2C,Tier 1,Low,2,Failed,1
21/12/2016,The BlueBook,Consumer Internet,Bangalore,Seed Funding,"5,00,000",IIM,20-29,Engineer,Male-Dominated,3.56,Medium,Mixed,Mixed,Tier 1,High,2,Unicorn,11
21/12/2016,MamaEarth,eCommerce,New Delhi,Seed Funding,,Commerce,40-49,Corporate,Male-Dominated,2.85,Low,B2C,B2C,Tier 3,Medium,1,Active,7
21/12/2016,Vegetall,eCommerce,Chennai,Seed Funding,"1,62,000",Arts,20-29,Corporate,Male-Dominated,2.54,Low,B2B,B2B,Tier 2,High,1,Active,8
22/12/2016,Innoplexus,Technology,Pune,Private Equity,,IIM,20-29,Consultant,Female-Dominated,1.49,Medium,Mixed,Mixed,Tier 2,Medium,1,Unicorn,11
22/12/2016,Mindler,Consumer Internet,New Delhi,Seed Funding,"3,24,000",Dropout,20-29,Consultant,Male-Dominated,2.52,Medium,B2B,B2B,Tier 3,High,1,Active,6
22/12/2016,MCaffeine,eCommerce,Bangalore,Seed Funding,"3,00,000",Stanford,50-59,Entrepreneur,Male-Dominated,0.3,Low,Mixed,Mixed,Tier 1,High,2,Unicorn,14
23/12/2016,enKast,Technology,Bangalore,Private Equity,"20,00,000",IIT,20-29,Corporate,Male-Dominated,1.78,High,B2B,B2B,Tier 1,Medium,4,Failed,2
23/12/2016,ShopKirana,eCommerce,Indore,Private Equity,,Dropout,40-49,Engineer,Male-Dominated,4.15,Low,Mixed,Mixed,Tier 3,High,1,Failed,1
23/12/2016,MyAdvo,Consumer Internet,New Delhi,Seed Funding,,MBA,20-29,Teacher,Mixed,1.99,Low,B2B,B2B,Tier 3,Medium,2,Active,10
23/12/2016,Asocon,Technology,Noida,Seed Funding,,Dropout,20-29,Corporate,Mixed,0.73,Medium,Mixed,Mixed,Tier 3,High,1,Active,10
23/12/2016,LexComply,Consumer Internet,New Delhi,Seed Funding,,IIT,30-39,Teacher,Male-Dominated,2.6,Medium,B2C,B2C,Tier 3,High,1,Unicorn,10
26/12/2016,The Postbox,eCommerce,Chennai,Seed Funding,,MBA,30-39,Engineer,Male-Dominated,1.54,Medium,B2B,B2B,Tier 2,Low,2,Active,14
26/12/2016,Pandorum Technologies,Technology,Bangalore,Seed Funding,,Dropout,20-29,Corporate,Female-Dominated,2.93,High,B2B,B2B,Tier 1,Medium,2,Acquired,2
26/12/2016,Dekkho,Consumer Internet,Mumbai,Seed Funding,"12,00,000",IIM,40-49,Entrepreneur,Male-Dominated,2.31,Medium,Mixed,Mixed,Tier 1,Medium,3,Unicorn,10
26/12/2016,Shadowfox,Logistics,Gurgaon,Private Equity,"1,00,00,000",MBA,40-49,Engineer,Mixed,0.63,Low,B2B,B2B,Tier 3,High,3,Unicorn,10
27/12/2016,ShopX,eCommerce,Bangalore,Private Equity,"50,00,000",IIM,30-39,Engineer,Female-Dominated,0.7,Medium,Mixed,Mixed,Tier 1,High,4,Acquired,13
28/12/2016,BookEventz,Consumer Internet,Mumbai,Seed Funding,,Dropout,20-29,Teacher,Male-Dominated,3.22,Low,B2C,B2C,Tier 1,High,2,Active,5
29/12/2016,Healthifyme,Consumer Internet,Bangalore,Private Equity,"10,00,000",IIT,40-49,Entrepreneur,Male-Dominated,1.26,Low,B2B,B2B,Tier 1,Medium,1,Failed,3
29/12/2016,LetsMD,Consumer Internet,New Delhi,Seed Funding,,Harvard,40-49,Engineer,Male-Dominated,4.97,Medium,Mixed,Mixed,Tier 3,Medium,1,Active,15
29/12/2016,Justbooks,Consumer Internet,Bangalore,Seed Funding,,IIT,20-29,Engineer,Female-Dominated,1.88,Medium,Mixed,Mixed,Tier 1,Medium,2,Active,9
30/12/2016,InstantPay,Consumer Internet,New Delhi,Private Equity,,Dropout,20-29,Engineer,Mixed,2.43,Low,B2B,B2B,Tier 3,Medium,1,Active,7
01/11/2016,PickMyLaundry,Consumer Internet,New Delhi,Seed Funding,"2,00,000",IIT,30-39,Engineer,Male-Dominated,1.64,Medium,Mixed,Mixed,Tier 3,Low,1,Acquired,2
02/11/2016,FreshDesk,Consumer Internet,Chennai,Private Equity,"5,50,00,000",MBA,40-49,Engineer,Male-Dominated,4.67,High,B2C,B2C,Tier 2,Low,3,Failed,13
02/11/2016,LaundryAnna,Consumer Internet,Bangalore,Seed Funding,"1,50,000",Harvard,20-29,Engineer,Male-Dominated,4.18,Low,B2B,B2B,Tier 1,Medium,2,Active,14
02/11/2016,LetsMD,Consumer Internet,New Delhi,Seed Funding,,MBA,30-39,Consultant,Male-Dominated,1.72,Low,B2B,B2B,Tier 3,Medium,2,Acquired,5
02/11/2016,Sattviko,Food & Beverage,New Delhi,Seed Funding,,IIT,30-39,Entrepreneur,Male-Dominated,2.7,Low,Mixed,Mixed,Tier 3,High,1,Acquired,2
03/11/2016,Zarget,Technology,Chennai,Private Equity,"60,00,000",MBA,30-39,Engineer,Mixed,0.11,Low,Mixed,Mixed,Tier 2,High,4,Failed,15
03/11/2016,DoSelect,Consumer Internet,Bangalore,Seed Funding,,IIM,20-29,Corporate,Male-Dominated,0.89,Medium,B2C,B2C,Tier 1,Low,2,Acquired,5
03/11/2016,EasyPolicy,Consumer Internet,Noida,Private Equity,"1,00,00,000",Arts,30-39,Engineer,Male-Dominated,0.57,Medium,B2B,B2B,Tier 3,High,4,Acquired,1
04/11/2016,Browntape,Technology,Goa,Private Equity,,IIT,30-39,Consultant,Male-Dominated,2.19,Low,Mixed,Mixed,Tier 3,Low,1,Unicorn,10
04/11/2016,Connect India,Logistics,Bangalore,Private Equity,"10,00,000",Arts,30-39,Entrepreneur,Male-Dominated,3.16,High,B2C,B2C,Tier 1,Medium,2,Acquired,3
04/11/2016,Corseco,Technology,New Delhi,Seed Funding,"1,50,000",IIT,30-39,Consultant,Mixed,3.39,High,B2B,B2B,Tier 3,High,1,Failed,9
04/11/2016,vImmune,Consumer Internet,Bangalore,Seed Funding,,Harvard,30-39,Engineer,Mixed,2.22,Medium,Mixed,Mixed,Tier 1,High,2,Unicorn,9
04/11/2016,The Gourmet Jar,eCommerce,Noida,Seed Funding,,MBA,20-29,Engineer,Mixed,4.62,High,B2C,B2C,Tier 3,High,2,Failed,9
05/11/2016,Medzin,eCommerce,New Delhi,Seed Funding,"45,000",IIT,40-49,Entrepreneur,Male-Dominated,3.11,High,B2C,B2C,Tier 3,Low,2,Failed,8
05/11/2016,Bizongo,eCommerce,Mumbai,Private Equity,"30,00,000",MBA,30-39,Engineer,Male-Dominated,3.15,High,B2C,B2C,Tier 1,High,3,Acquired,7
07/11/2016,Rivigo,Technology,Gurgaon,Private Equity,"7,50,00,000",MBA,30-39,Engineer,Male-Dominated,1.01,High,B2B,B2B,Tier 3,Low,4,Acquired,2
07/11/2016,JustRide,Consumer Internet,Mumbai,Private Equity,"30,00,000",MBA,20-29,Engineer,Male-Dominated,4.49,High,B2B,B2B,Tier 1,Low,3,Acquired,11
09/11/2016,IIM Jobs,Consumer Internet,New Delhi,Private Equity,"20,00,000",MBA,40-49,Corporate,Mixed,3.08,High,Mixed,Mixed,Tier 3,Low,2,Failed,5
09/11/2016,Square Yards,Consumer Internet,Gurgaon,Private Equity,"1,20,00,000",MBA,30-39,Consultant,Mixed,0.2,Low,B2C,B2C,Tier 3,High,3,Active,7
10/11/2016,GolfLAN,Consumer Internet,New Delhi,Private Equity,"10,00,000",Arts,40-49,Consultant,Female-Dominated,4.8,High,B2B,B2B,Tier 3,High,2,Active,6
10/11/2016,Yottaasys,Technology,Bangalore,Private Equity,,IIM,20-29,Engineer,Male-Dominated,0.84,Low,B2B,B2B,Tier 1,Medium,2,Acquired,13
10/11/2016,Tone Tag,Technology,Bangalore,Private Equity,,Stanford,20-29,Engineer,Female-Dominated,3.63,Medium,B2B,B2B,Tier 1,Low,1,Unicorn,11
11/11/2016,Life in Control,Consumer Internet,Gurgaon,Private Equity,,Commerce,20-29,Consultant,Male-Dominated,4.81,Low,Mixed,Mixed,Tier 3,Medium,1,Acquired,6
14/11/2016,Active.ai,Technology,Singapore,Private Equity,"30,00,000",Stanford,30-39,Entrepreneur,Mixed,2.89,Medium,B2B,B2B,Tier 3,Medium,3,Active,12
14/11/2016,ElasticRun,Technology,Pune,Private Equity,"20,00,000",Harvard,20-29,Corporate,Male-Dominated,0.65,Medium,B2B,B2B,Tier 2,High,4,Active,9
15/11/2016,NoBroker,Consumer Internet,Bangalore,Seed Funding,,MBA,30-39,Engineer,Mixed,3.9,Low,B2C,B2C,Tier 1,Medium,2,Unicorn,10
15/11/2016,Zefo,eCommerce,Bangalore,Private Equity,"60,00,000",Dropout,20-29,Consultant,Male-Dominated,2.56,High,B2C,B2C,Tier 1,Medium,4,Failed,7
15/11/2016,PlaySimple,Technology,Bangalore,Private Equity,"40,00,000",MBA,30-39,Entrepreneur,Female-Dominated,1.43,Low,Mixed,Mixed,Tier 1,Medium,3,Unicorn,10
